video_name,start_time,end_time,sentiment,text,ground_truth,llm_best_label,neutral,happy,sad,anger,surprise,disgust,fear,sum_of_emotions,response_clean
dia278_utt0,"00:07:47,508","00:07:48,633",0,Ha!,neutral,neutral,0.85001,0.08,0.02001,0.00999,0.02,0.00998,0.01001,1.0,"<think>

</think>

0.85000,0.08000,0.02000,0.01000,0.02000,0.01000,0.01000"
dia278_utt1,"00:07:50,094","00:07:52,179",1,So you like the drums!,happy,happy,0.12347,0.75008,0.08334,0.02111,0.0121,0.0099,0.0,1.0,"<think>

</think>

0.12346, 0.75000, 0.08333, 0.02111, 0.01210, 0.00990, 0.00000"
dia278_utt2,"00:07:52,388","00:07:54,306",1,"That's, that's great!",happy,happy,0.12346,0.74999,0.08333,0.02345,0.01976,0.0,1e-05,1.0,"<think>

</think>

0.12346, 0.75000, 0.08333, 0.02345, 0.01976, 0.00000, 0.00000"
dia278_utt3,"00:07:56,017","00:08:00,687",0,"Yknow, I was worried, that, you know, they would maybe an unbearable living situation.",neutral,neutral,0.78128,0.0868,0.05208,0.01735,0.02604,0.01736,0.01909,1.0,"<think>

</think>

0.75000,0.08333,0.05000,0.01667,0.02500,0.01667,0.01833"
dia278_utt4,"0:08:00,855","0:08:03,207",-1,"All right, okay, well, apparently not!",sad,sad,0.11763,0.08352,0.75181,0.01178,0.01175,0.01177,0.01174,1.0,"<think>

</think>

0.12345, 0.08765, 0.78900, 0.01234, 0.01234, 0.01234, 0.01234"
dia278_utt5,"0:08:03,207","0:08:04,995",1,"So, yay!",happy,happy,0.12346,0.74999,0.08333,0.02345,0.01976,1e-05,-0.0,1.0,"<think>

</think>

0.12346, 0.75000, 0.08333, 0.02345, 0.01976, 0.00000, 0.00000"
dia278_utt6,"00:08:05,401","00:08:10,864",0,"Hey-hey, Pheebs, check it out, we already learned a song.  Ready? One, two, three, four...",neutral,neutral,0.66327,0.12245,0.08163,0.02041,0.07143,0.0102,0.03061,1.0,"<think>

</think>

0.65000, 0.12000, 0.08000, 0.02000, 0.07000, 0.01000, 0.03000"
dia278_utt7,"00:08:12,658","00:08:14,534",1,Tequila!!,happy,happy,0.14151,0.66037,0.07075,0.07076,0.0283,0.01415,0.01416,1.0,"<think>

</think>

0.14286, 0.66667, 0.07143, 0.07143, 0.02857, 0.01429, 0.01429"
dia278_utt8,"00:08:16,871","00:08:18,622",1,That's fun.,happy,happy,0.14286,0.71431,0.07144,-1e-05,0.07142,0.0,-2e-05,1.0,"<think>

</think>

0.14286,0.71429,0.07143,0.00000,0.07143,0.00000,0.00000"
dia279_utt0,"00:02:51,880","00:02:54,715",-1,"Whoa-whoa, Treeger made you cry?",surprise,surprise,0.12223,0.08677,0.34221,0.09777,0.34223,0.00122,0.00757,1.0,"<think>

</think>

0.12346, 0.08765, 0.34567, 0.09876, 0.34567, 0.00123, 0.00765"
dia279_utt1,"00:02:55,383","00:02:59,720",-1,Yes! And he said really mean things that were only partly true.,sad,sad,0.12025,0.08538,0.76856,0.01202,0.00552,0.0012,0.00707,1.0,"<think>

</think>

0.12345, 0.08765, 0.78900, 0.01234, 0.00567, 0.00123, 0.00726"
dia279_utt2,"00:03:00,930","00:03:02,723",-1,Im gonna go down there and teach that guy a lesson.,anger,anger,0.11223,0.13242,0.08978,0.5752,0.01122,0.00717,0.07198,1.0,"<think>

</think>

0.12346, 0.14567, 0.09876, 0.63275, 0.01234, 0.00789, 0.07918"
dia279_utt3,"00:03:02,974","00:03:05,475",-1,"Joey, please dont do that. I think its best that we just forget about it.",fear,fear,0.11297,0.0802,0.1412,0.09037,0.09364,0.07003,0.41159,1.0,"<think>

</think>

0.12346, 0.08765, 0.15432, 0.09876, 0.10234, 0.07654, 0.44983"
dia279_utt4,"00:03:05,685","00:03:09,605",-1,"Thats easy for you to say, you werent almost just killed.",anger,anger,0.11636,0.08261,0.14545,0.59804,0.0221,0.0303,0.00514,1.0,"<think>

</think>

0.12346, 0.08765, 0.15432, 0.63453, 0.02345, 0.03215, 0.00545"
dia279_utt5,"00:03:09,772","00:03:13,108",0,"All right thats it, school is in session!",neutral,neutral,0.87628,0.08247,0.02062,0.01031,0.01032,-1e-05,1e-05,1.0,"<think>

</think>

0.85000,0.08000,0.02000,0.01000,0.01000,0.00000,0.00000"
dia279_utt6,"00:03:15,361","00:03:17,863",1,My God! Is this a gym card?,surprise,surprise,0.11212,0.07961,0.0897,0.06952,0.63048,0.01747,0.0011,1.0,"<think>

</think>

0.12345, 0.08765, 0.09876, 0.07654, 0.69421, 0.01923, 0.00121"
dia279_utt7,"00:03:18,072","00:03:25,746",0,"Oh yeah, gym member. I try to go four times a week, but Ive missed the last 1200 times.",neutral,neutral,0.85858,0.0505,0.0202,0.0101,0.0303,0.01011,0.02021,1.0,"<think>

</think>

0.85000,0.05000,0.02000,0.01000,0.03000,0.01000,0.02000"
dia279_utt8,"00:03:27,624","00:03:29,291",0,So why dont you quit?,neutral,neutral,0.84998,0.02,0.01001,0.06,0.03,0.01,0.02001,1.0,"<think>

</think>

0.85000,0.02000,0.01000,0.06000,0.03000,0.01000,0.02000"
dia279_utt9,"00:03:30,126","00:03:32,002",1,You dont think Ive tried? You think I,happy,happy,0.14285,0.64289,0.14286,0.07143,-1e-05,-2e-05,0.0,1.0,"<think>

</think>

0.14286, 0.64286, 0.14286, 0.07143, 0.00000, 0.00000, 0.00000"
dia279_utt10,"00:03:49,812","00:03:52,439",0,Who is Maria?,neutral,neutral,0.84999,0.02001,0.00999,0.01001,0.06,0.03,0.02,1.0,"<think>

</think>

0.85000,0.02000,0.01000,0.01000,0.06000,0.03000,0.02000"
dia279_utt11,"00:03:54,067","00:03:59,613",1,"Oh Maria. You cant say no to her, shes like this lycra spandex covered gymtreat.",happy,happy,0.12206,0.67118,0.08666,0.03417,0.0122,0.01219,0.06154,1.0,"<think>

</think>

0.12346, 0.67890, 0.08765, 0.03456, 0.01234, 0.01234, 0.06225"
dia279_utt12,"00:04:01,783","00:04:04,409",0,You need me to go down there with you and hold your hand?,neutral,neutral,0.85,0.05,0.03,0.02,0.02001,0.01,0.01999,1.0,"<think>

</think>

0.85000,0.05000,0.03000,0.02000,0.02000,0.01000,0.02000"
dia279_utt13,"0:04:04,661","0:04:05,579",-1,No!,anger,anger,0.14285,0.07143,0.14284,0.64285,1e-05,2e-05,-0.0,1.0,"<think>

</think>

0.14286, 0.07143, 0.14286, 0.64286, 0.00000, 0.00000, 0.00000"
dia279_utt14,"0:04:05,579","0:04:07,633",0,So youre strong enough to face her on your own?,neutral,neutral,0.84997,0.05,0.02502,0.02501,0.025,0.015,0.01,1.0,"<think>

</think>

0.85000,0.05000,0.02500,0.02500,0.02500,0.01500,0.01000"
dia279_utt15,"00:04:07,789","00:04:09,790",-1,"Oh no, youll have to come.",fear,fear,0.11297,0.0802,0.1412,0.09037,0.09364,0.07003,0.41159,1.0,"<think>

</think>

0.12346, 0.08765, 0.15432, 0.09876, 0.10234, 0.07654, 0.44983"
dia280_utt0,"0:02:17,929","0:02:19,389",0,"Pheebs, I dont think anyone's mad about that.",neutral,neutral,0.85002,0.05,0.03,0.01999,0.02001,0.01,0.01998,1.0,"<think>

</think>

0.85000,0.05000,0.03000,0.02000,0.02000,0.01000,0.02000"
dia280_utt1,"0:02:19,389","0:02:22,343",-1,Exactly! Because it's in the past!,anger,anger,0.12094,0.08586,0.15117,0.62155,0.01209,0.0012,0.00719,1.0,"<think>

</think>

0.12346, 0.08765, 0.15432, 0.63453, 0.01234, 0.00123, 0.00734"
dia280_utt2,"00:02:25,478","00:02:27,271",0,Anybody gonna eat that?,neutral,neutral,0.75,0.1,0.05001,0.025,0.04999,0.015,0.01,1.0,"<think>

</think>

0.75000,0.10000,0.05000,0.02500,0.05000,0.01500,0.01000"
dia281_utt0,"0:07:56,309","0:07:57,231",1,Pheebs!,happy,happy,0.14286,0.71429,0.07142,-1e-05,0.07143,1e-05,0.0,1.0,"<think>

</think>

0.14286,0.71429,0.07143,0.00000,0.07143,0.00000,0.00000"
dia281_utt1,"0:07:57,231","0:07:58,038",1,Hey!,happy,happy,0.14286,0.71429,0.07144,-0.0,0.07142,1e-05,-2e-05,1.0,"<think>

</think>

0.14286, 0.71429, 0.07143, 0.00000, 0.07143, 0.00000, 0.00000"
dia281_utt2,"00:07:58,144","00:08:03,565",0,"Listen, you know how uh, when youre wearing pants and you lean forward I check out your underwear?",neutral,neutral,0.85001,0.02,0.01,0.01001,0.08,0.00999,0.01999,1.0,"<think>

</think>

0.85000,0.02000,0.01000,0.01000,0.08000,0.01000,0.02000"
dia281_utt3,"00:08:03,733","00:08:05,233",0,Yeah!,neutral,neutral,0.85001,0.1,0.025,0.015,0.005,0.0025,0.00249,1.0,"<think>

</think>

0.85000, 0.10000, 0.02500, 0.01500, 0.00500, 0.00250, 0.00250"
dia281_utt4,"00:08:05,860","00:08:11,823",-1,"Well, when Jake did it I saw thathe was wearing womens underwear!",surprise,surprise,0.1122,0.07966,0.08976,0.06956,0.63093,0.01748,0.00041,1.0,"<think>

</think>

0.12345, 0.08765, 0.09876, 0.07654, 0.69423, 0.01923, 0.00045"
dia281_utt5,"00:08:11,991","00:08:13,742",0,I know. They were mine.,neutral,neutral,0.85,0.02001,0.05,0.03,0.01999,0.01,0.02,1.0,"<think>

</think>

0.85000,0.02000,0.05000,0.03000,0.02000,0.01000,0.02000"
dia281_utt6,"00:08:14,619","00:08:19,664",-1,"Oh.  No! No wait, thats weird!",disgust,disgust,0.11237,0.07978,0.14046,0.08989,0.21349,0.27303,0.09098,1.0,"<think>

</think>

0.12346, 0.08765, 0.15432, 0.09876, 0.23456, 0.30000, 0.09996"
dia281_utt7,"00:08:20,249","00:08:23,668",0,"No, its not! We were just goofing around and I dared him to try them on.",neutral,neutral,0.74999,0.1,0.05,0.025,0.05001,0.015,0.01,1.0,"<think>

</think>

0.75000,0.10000,0.05000,0.02500,0.05000,0.01500,0.01000"
dia281_utt8,"00:08:24,212","00:08:25,253",-1,Thats weird!,disgust,disgust,0.12336,0.08758,0.14222,0.09868,0.23436,0.30096,0.01284,1.0,"<think>

</think>

0.12346, 0.08765, 0.14234, 0.09876, 0.23456, 0.30123, 0.01285"
dia281_utt9,"0:08:25,421","0:08:26,933",0,Im wearing his briefs right now.,neutral,neutral,0.74998,0.1,0.05,0.02502,0.02499,0.02501,0.025,1.0,"<think>

</think>

0.75000,0.10000,0.05000,0.02500,0.02500,0.02500,0.02500"
dia281_utt10,"0:08:26,933","0:08:29,305",1,Thatskinda hot.,surprise,surprise,0.12342,0.14562,0.1023,0.08762,0.54104,1e-05,-1e-05,1.0,"<think>

</think>

0.12346, 0.14567, 0.10234, 0.08765, 0.54123, 0.00000, 0.00000"
dia282_utt0,"00:08:29,967","00:08:35,472",1,I think so too. And that little flap? Great for holding my lipstick.,happy,happy,0.12122,0.66662,0.08606,0.02299,0.0307,0.0125,0.05991,1.0,"<think>

</think>

0.12346, 0.67892, 0.08765, 0.02341, 0.03127, 0.01273, 0.06102"
dia282_utt1,"00:08:40,561","00:08:42,395",0,"Yeah, I wouldnt know about that.",neutral,neutral,0.94445,0.02222,0.01111,0.0111,0.00557,0.00555,0.0,1.0,"<think>

</think>

0.85000,0.02000,0.01000,0.01000,0.00500,0.00500,0.00000"
dia282_utt2,"00:08:43,856","00:08:51,279",1,And! Yknow what Jake says? That womens underwear is actually more comfortable. And he loves the way the silk feels against his skin.,happy,happy,0.11941,0.6567,0.08478,0.03343,0.04418,0.01194,0.04956,1.0,"<think>

</think>

0.12345, 0.67890, 0.08765, 0.03456, 0.04567, 0.01234, 0.05123"
dia283_utt0,"00:08:51,447","00:08:55,700",-1,"Yeah well next thing you know, hell be telling you that your high heels are good for his posture!",disgust,disgust,0.12347,0.08767,0.09878,0.15681,0.10236,0.43091,0.0,1.0,"<think>

</think>

0.12345, 0.08765, 0.09876, 0.15678, 0.10234, 0.43082, 0.00000"
dia283_utt1,"00:08:56,202","00:09:01,331",0,There is nothing wrong with Jake! Okay? He is all man! Im thinking even more than you.,neutral,neutral,0.68421,0.15789,0.05263,0.02633,0.05262,0.02632,0.0,1.0,"<think>

</think>

0.65000,0.15000,0.05000,0.02500,0.05000,0.02500,0.00000"
dia283_utt2,"00:09:01,499","00:09:05,377",-1,"Oh yeah, he looked like a real lumberjack in those pink lacys.",disgust,disgust,0.11174,0.14191,0.08939,0.06928,0.09263,0.48419,0.01086,1.0,"<think>

</think>

0.12345, 0.15678, 0.09876, 0.07654, 0.10234, 0.53493, 0.01200"
dia283_utt3,"00:09:06,462","00:09:14,135",0,Im just saying that only a man completely secure with his masculinity could walk around in womens underwear!,neutral,neutral,0.85858,0.0505,0.02019,0.0303,0.0101,0.01012,0.02021,1.0,"<think>

</think>

0.85000,0.05000,0.02000,0.03000,0.01000,0.01000,0.02000"
dia283_utt4,"00:09:10,841","00:09:14,135",0,I dont think you could ever do that.,neutral,neutral,0.85,0.02001,0.05,0.03,0.02,0.01,0.01999,1.0,"<think>

</think>

0.85000,0.02000,0.05000,0.03000,0.02000,0.01000,0.02000"
dia283_utt5,"0:09:14,303","0:09:14,887",0,Hey! I,neutral,neutral,0.86736,0.08163,0.03061,0.0102,0.01021,-1e-05,-0.0,1.0,"<think>

</think>

0.85000, 0.08000, 0.03000, 0.01000, 0.01000, 0.00000, 0.00000"
dia283_utt6,"0:09:14,887","0:09:18,412",-1,"Okay, whatever.",disgust,disgust,0.11214,0.07962,0.12977,0.08971,0.09296,0.4086,0.0872,1.0,"<think>

</think>

0.12345, 0.08765, 0.14286, 0.09876, 0.10234, 0.44984, 0.09600"
dia284_utt0,"00:05:11,311","00:05:17,024",0,Lusts of the flesh.,neutral,neutral,0.94442,0.02222,0.01111,0.01112,0.00556,0.00557,0.0,1.0,"<think>

</think>

0.85000,0.02000,0.01000,0.01000,0.00500,0.00500,0.00000"
dia284_utt1,"0:05:18,234","0:05:18,826",0,What?,neutral,neutral,0.84997,0.05,0.03,0.02001,0.02002,0.01,0.02,1.0,"<think>

</think>

0.85000, 0.05000, 0.03000, 0.02000, 0.02000, 0.01000, 0.02000"
dia284_utt2,"0:05:18,826","0:05:21,627",0,I dont know.  A cowboy theme?,neutral,neutral,0.85002,0.05,0.02498,0.015,0.03,0.005,0.025,1.0,"<think>

</think>

0.85000,0.05000,0.02500,0.01500,0.03000,0.00500,0.02500"
dia285_utt0,"00:08:07,361","00:08:10,071",0,"Hey uh, is it okay to come in?",neutral,neutral,0.85002,0.02,0.00999,0.01,0.06,0.03,0.01999,1.0,"<think>

</think>

0.85000,0.02000,0.01000,0.01000,0.06000,0.03000,0.02000"
dia285_utt1,"00:08:10,281","00:08:14,201",1,"Of course! Oh Joey, this ring I…it’s beautiful I love it!",happy,happy,0.12334,0.75566,0.06724,0.02132,0.0123,0.00412,0.01602,1.0,"<think>

</think>

0.12346, 0.75642, 0.06731, 0.02134, 0.01231, 0.00412, 0.01604"
dia285_utt2,"00:08:15,495","00:08:18,747",0,"Yeah uh look Rach, there’s something I gotta tell ya.",neutral,neutral,0.76531,0.08503,0.05102,0.01701,0.02552,0.0255,0.03061,1.0,"<think>

</think>

0.75000,0.08333,0.05000,0.01667,0.02500,0.02500,0.03000"
dia285_utt3,"00:08:20,124","00:08:21,208",1,Hey!,happy,happy,0.14286,0.71428,0.07144,-1e-05,0.07142,-0.0,1e-05,1.0,"<think>

</think>

0.14286, 0.71429, 0.07143, 0.00000, 0.07143, 0.00000, 0.00000"
dia285_utt4,"00:08:21,375","00:08:25,629",0,Hey! Are you ready to try nursing again?,neutral,neutral,0.85,0.08,0.02001,0.01,0.02,0.0,0.01999,1.0,"<think>

</think>

0.85000, 0.08000, 0.02000, 0.01000, 0.02000, 0.00000, 0.02000"
dia285_utt5,"00:08:25,796","00:08:33,178",0,"Yeah! Hi Emma. Hey, why do you think she won’t take my  breast?",neutral,neutral,0.87629,0.08247,0.02062,0.0103,0.01031,-0.0,1e-05,1.0,"<think>

</think>

0.85000,0.08000,0.02000,0.01000,0.01000,0.00000,0.00000"
dia285_utt6,"00:08:27,965","00:08:33,178",0,"It’s all right honey, it takes some babies a while to get it,  but don’t worry. It’ll happen.",neutral,neutral,0.85,0.05,0.02,0.01,0.03,0.0,0.04,1.0,"<think>

</think>

0.85000,0.05000,0.02000,0.01000,0.03000,0.00000,0.04000"
dia285_utt7,"00:08:33,679","00:08:35,722",-1,Yowza,anger,anger,0.11194,0.12954,0.09715,0.5681,0.02591,0.03886,0.0285,1.0,"<think>

</think>

0.12345, 0.14286, 0.10714, 0.62655, 0.02857, 0.04286, 0.03143"
dia285_utt8,"00:08:36,933","00:08:40,810",0,"Okay sweetie, you can do it. Just open up and put it in your  mouth.",neutral,neutral,0.75758,0.15152,0.05051,0.02525,0.01515,-1e-05,0.0,1.0,"<think>

</think>

0.75000,0.15000,0.05000,0.02500,0.01500,0.00000,0.00000"
dia285_utt9,"00:08:41,354","00:08:43,522",-1,Dear Lord.,surprise,surprise,0.13334,0.06668,0.06665,0.06666,0.66668,-1e-05,-0.0,1.0,"<think>

</think>

0.14286, 0.07143, 0.07143, 0.07143, 0.71429, 0.00000, 0.00000"
dia285_utt10,"0:08:45,608","0:08:47,193",0,"I’m sorry honey, what were you saying?",neutral,neutral,0.75001,0.1,0.04999,0.025,0.05,0.015,0.01,1.0,"<think>

</think>

0.75000,0.10000,0.05000,0.02500,0.05000,0.01500,0.01000"
dia285_utt11,"0:08:47,193","0:08:49,547",0,"Oh uh-uh yeah, I think that…",neutral,neutral,0.85002,0.01999,0.01001,0.01,0.07,0.02,0.01998,1.0,"<think>

</think>

0.85000,0.02000,0.01000,0.01000,0.07000,0.02000,0.02000"
dia285_utt13,"00:08:52,782","00:08:54,824",0,Do you think my nipples are  too big for her mouth?,neutral,neutral,0.84996,0.02001,0.01,0.01001,0.08,0.01002,0.02,1.0,"<think>

</think>

0.85000,0.02000,0.01000,0.01000,0.08000,0.01000,0.02000"
dia285_utt14,"0:08:59,705","0:09:00,957",0,She looks scared.,neutral,neutral,0.85,0.02,0.01001,0.01,0.06,0.03,0.01999,1.0,"<think>

</think>

0.85000, 0.02000, 0.01000, 0.01000, 0.06000, 0.03000, 0.02000"
dia285_utt15,"0:09:00,957","0:09:01,892",0,Doesn’t she  look scared?,neutral,neutral,0.85002,0.01999,0.00999,0.01,0.06,0.03,0.02,1.0,"<think>

</think>

0.85000,0.02000,0.01000,0.01000,0.06000,0.03000,0.02000"
dia285_utt16,"00:09:02,041","00:09:04,501",0,"Y’know, I don’t really know her.",neutral,neutral,0.85,0.02,0.00999,0.01,0.06,0.03,0.02001,1.0,"<think>

</think>

0.85000,0.02000,0.01000,0.01000,0.06000,0.03000,0.02000"
dia286_utt0,"00:04:01,741","00:04:03,909",0,Can you see my nipples through this shirt?,neutral,neutral,0.84997,0.02001,0.01001,0.01,0.08,0.01002,0.01999,1.0,"<think>

</think>

0.85000,0.02000,0.01000,0.01000,0.08000,0.01000,0.02000"
dia286_utt1,"00:04:06,663","00:04:09,748",0,"No. But don't worry, I'm sure they're still there.",neutral,neutral,0.76924,0.08547,0.05128,0.01709,0.03418,0.0171,0.02564,1.0,"<think>

</think>

0.75000,0.08333,0.05000,0.01667,0.03333,0.01667,0.02500"
dia286_utt2,"00:04:11,209","00:04:12,709",0,"Where are you going, Mr. Suity-Man?",neutral,neutral,0.84996,0.02,0.01001,0.01002,0.08,0.01,0.02001,1.0,"<think>

</think>

0.85000,0.02000,0.01000,0.01000,0.08000,0.01000,0.02000"
dia286_utt3,"00:04:12,877","00:04:21,218",0,"Well, I have an appointment to see Dr. Robert Pillman, career counselor a-gogo.  I added the ""a-gogo.""",neutral,neutral,0.84998,0.02001,0.01,0.01001,0.06,0.03,0.02,1.0,"<think>

</think>

0.85000,0.02000,0.01000,0.01000,0.06000,0.03000,0.02000"
dia287_utt0,"00:02:25,478","00:02:27,813",0,"Actually, tomorrow night kinda depends on how tonight goes.",neutral,neutral,0.85,0.05,0.03,0.02,0.02001,0.01,0.01999,1.0,"<think>

</think>

0.85000,0.05000,0.03000,0.02000,0.02000,0.01000,0.02000"
dia287_utt1,"0:02:27,981","0:02:30,243",-1,"Oh, uh, listen, about tonight...",sad,sad,0.25,0.1,0.55,0.05,0.025,0.015,0.01,1.0,"<think>

</think>

0.25000, 0.10000, 0.55000, 0.05000, 0.02500, 0.01500, 0.01000"
dia287_utt2,"0:02:30,243","0:02:32,249",-1,"No, no, no, don't you dare bail on me.",anger,anger,0.11636,0.08261,0.14545,0.59805,0.02011,0.0303,0.00712,1.0,"<think>

</think>

0.12346, 0.08765, 0.15432, 0.63453, 0.02134, 0.03215, 0.00755"
dia287_utt3,"00:02:27,981","00:02:35,904",0,The only reason she's goin' out with me is because I said I could bring a friend for her friend.,neutral,neutral,0.75001,0.1,0.05,0.025,0.04999,0.015,0.01,1.0,"<think>

</think>

0.75000,0.10000,0.05000,0.02500,0.05000,0.01500,0.01000"
dia287_utt4,"00:02:36,114","00:02:40,450",-1,"Yes, I know, but her friend sounds like such a...",anger,anger,0.21429,0.14285,0.14286,0.5,-1e-05,0.0,1e-05,1.0,"<think>

</think>

0.21429, 0.14286, 0.14286, 0.50000, 0.00000, 0.00000, 0.00000"
dia287_utt5,"00:02:38,241","00:02:40,450",0,Pathetic mess?,neutral,neutral,0.85,0.01999,0.05,0.03,0.02,0.01,0.02001,1.0,"<think>

</think>

0.85000,0.02000,0.05000,0.03000,0.02000,0.01000,0.02000"
dia287_utt6,"0:02:40,994","0:02:44,056",0,"I know, butcome on, man, she's needy, she's vulnerable.",neutral,neutral,0.94442,0.02222,0.01112,0.01111,0.00556,0.00557,0.0,1.0,"<think>

</think>

0.85000,0.02000,0.01000,0.01000,0.00500,0.00500,0.00000"
dia287_utt7,"0:02:44,056","0:02:44,302",1,"I'm thinkin', cha-ching!",happy,happy,0.12346,0.75,0.08333,0.01234,0.02,0.0,0.01087,1.0,"<think>

</think>

0.12346, 0.75000, 0.08333, 0.01234, 0.02000, 0.00000, 0.01087"
dia287_utt8,"00:02:50,211","00:02:51,253",0,Thanks.,neutral,neutral,0.86734,0.08163,0.03061,0.01021,0.0102,0.0,1e-05,1.0,"<think>

</think>

0.85000, 0.08000, 0.03000, 0.01000, 0.01000, 0.00000, 0.00000"
dia287_utt9,"0:02:52,255","0:02:54,717",0,"Look, you have not been out with a woman since Janice.",neutral,neutral,0.85,0.01999,0.01,0.01001,0.06,0.03,0.02,1.0,"<think>

</think>

0.85000,0.02000,0.01000,0.01000,0.06000,0.03000,0.02000"
dia287_utt10,"0:02:54,717","0:02:56,053",0,You're doin' this.,neutral,neutral,0.8763,0.08248,0.02062,0.0103,0.01031,-1e-05,-0.0,1.0,"<think>

</think>

0.85000,0.08000,0.02000,0.01000,0.01000,0.00000,0.00000"
dia287_utt11,"00:02:56,676","00:03:00,304",0,Hi. She said yes.,neutral,neutral,0.74999,0.1,0.05,0.025,0.05001,0.015,0.01,1.0,"<think>

</think>

0.75000,0.10000,0.05000,0.02500,0.05000,0.01500,0.01000"
dia287_utt12,"00:03:00,555","00:03:06,143",1,"Yes! Way to go, man!  Still got the egg, huh?",happy,happy,0.12023,0.66111,0.08535,0.03365,0.02284,0.01202,0.0648,1.0,"<think>

</think>

0.12346, 0.67890, 0.08765, 0.03456, 0.02345, 0.01234, 0.06654"
dia288_utt0,"00:15:35,976","00:15:38,645",1,"""Happy birthday to you!""",happy,happy,-3e-05,1.00003,2e-05,1e-05,-0.0,-2e-05,-1e-05,1.0,"<think>

</think>

0.00000, 1.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000"
dia288_utt1,"0:15:41,315","0:15:42,316",0,Youre paying for that.,neutral,neutral,0.88541,0.02083,0.01043,0.07292,0.01042,-1e-05,0.0,1.0,"<think>

</think>

0.85000,0.02000,0.01000,0.07000,0.01000,0.00000,0.00000"
dia288_utt2,"0:15:42,316","0:15:44,418",1,What? No-no its her birthday!,surprise,surprise,0.11652,0.08272,0.13434,0.05359,0.59688,0.01165,0.0043,1.0,"<think>

</think>

0.12346, 0.08765, 0.14234, 0.05678, 0.63245, 0.01234, 0.00456"
dia288_utt3,"00:15:44,526","00:15:47,278",-1,Youve sung Happy Birthday to 20 different women today!,surprise,happy,0.03472,0.83334,0.03471,1e-05,0.09723,-0.0,-1e-05,1.0,"<think>

</think>

0.03571,0.85714,0.03571,0.00000,0.10000,0.00000,0.00000"
dia288_utt4,"00:15:48,072","00:15:49,989",0,But it really,neutral,neutral,0.85,0.05,0.03,0.02,0.01999,0.01,0.02001,1.0,"<think>

</think>

0.85000, 0.05000, 0.03000, 0.02000, 0.02000, 0.01000, 0.02000"
dia288_utt5,"00:15:50,157","00:15:52,617",0,You are no longer authorized to distribute birthday muffins.,neutral,neutral,0.84998,0.02,0.01,0.06,0.03,0.01001,0.02001,1.0,"<think>

</think>

0.85000,0.02000,0.01000,0.06000,0.03000,0.01000,0.02000"
dia288_utt6,"00:15:53,327","00:15:55,161",-1,Damnit!,anger,anger,0.11632,0.08258,0.13411,0.6092,0.02209,0.0357,0.0,1.0,"<think>

</think>

0.12346, 0.08765, 0.14234, 0.64655, 0.02345, 0.03789, 0.00000"
dia288_utt7,"00:15:56,789","00:16:00,083",1,Rach? Hi!,happy,happy,0.14286,0.64285,0.07143,0.07144,0.07142,1e-05,-1e-05,1.0,"<think>

</think>

0.14286,0.64286,0.07143,0.07143,0.07143,0.00000,0.00000"
dia288_utt8,"00:15:58,374","00:16:00,083",1,Hi!,happy,happy,0.14285,0.71423,0.07144,3e-05,0.07142,2e-05,1e-05,1.0,"<think>

</think>

0.14286, 0.71429, 0.07143, 0.00000, 0.07143, 0.00000, 0.00000"
dia288_utt9,"00:16:00,250","00:16:02,502",0,Did you tell your sister to ask me out?,neutral,neutral,0.75,0.1,0.04999,0.025,0.05001,0.015,0.01,1.0,"<think>

</think>

0.75000,0.10000,0.05000,0.02500,0.05000,0.01500,0.01000"
dia288_utt10,"0:16:03,462","0:16:04,564",0,Well yeah,neutral,neutral,0.85003,0.05,0.03,0.01998,0.01999,0.01,0.02,1.0,"<think>

</think>

0.85000, 0.05000, 0.03000, 0.02000, 0.02000, 0.01000, 0.02000"
dia288_utt11,"0:16:04,564","0:16:05,456",1,Oh wow!,surprise,surprise,0.125,0.3125,0.12499,0.0625,0.375,1e-05,0.0,1.0,"<think>

</think>

0.14286, 0.35714, 0.14286, 0.07143, 0.42857, 0.00000, 0.00000"
dia288_utt12,"0:16:05,456","0:16:06,890",1,"I mean, wow!",surprise,surprise,0.1121,0.13227,0.08968,0.0695,0.58716,0.00929,0.0,1.0,"<think>

</think>

0.12346, 0.14567, 0.09876, 0.07654, 0.64665, 0.01023, 0.00000"
dia288_utt13,"00:16:08,842","00:16:15,098",0,"I mean, I-I-I think shes cute but I-I would never have thought of going out with her, never!",neutral,neutral,0.85001,0.05,0.03,0.02001,0.02,0.01,0.01998,1.0,"<think>

</think>

0.85000,0.05000,0.03000,0.02000,0.02000,0.01000,0.02000"
dia288_utt14,"00:16:15,683","00:16:16,849",1,Really?!,surprise,surprise,0.14284,0.14285,0.14287,0.14286,0.42857,1e-05,-0.0,1.0,"<think>

</think>

0.14286, 0.14286, 0.14286, 0.14286, 0.42857, 0.00000, 0.00000"
dia288_utt15,"00:16:15,683","00:16:20,061",1,"Yeah but after you said it was okay, I figured, ""Why not?!""",happy,happy,0.12346,0.75,0.08333,0.01234,0.02,0.0,0.01087,1.0,"<think>

</think>

0.12346, 0.75000, 0.08333, 0.01234, 0.02000, 0.00000, 0.01087"
